date,center_name,attendance_count
2015-07-09,Phillips Community Center,118
2015-07-09,West Penn Community Center,49
2015-07-09,Arlington Community Center,92
2015-07-09,Brookline Community Center,198
2015-07-09,Jefferson Community Center,51
2015-07-09,Paulson Community Center,38
2015-07-09,Ormsby Community Center,61
2015-07-08,West Penn Community Center,40
2015-07-08,Phillips Community Center,159
2015-07-08,Warrington Community Center,164
2015-07-08,Brookline Community Center,135
2015-07-08,Arlington Community Center,55
2015-07-08,Jefferson Community Center,74
2015-07-08,Magee Community Center,30
2015-07-08,Ormsby Community Center,69
2015-07-07,Warrington Community Center,144
2015-07-07,Phillips Community Center,150
2015-07-07,West Penn Community Center,45
2015-07-07,Arlington Community Center,87
2015-07-07,Ammon Community Center,169
2015-07-07,Brookline Community Center,183
2015-07-07,Magee Community Center,55
2015-07-07,Jefferson Community Center,92
2015-07-07,Ormsby Community Center,85
2015-07-07,Paulson Community Center,29
2015-07-06,West Penn Community Center,36
2015-07-06,Phillips Community Center,122
2015-07-06,Warrington Community Center,110
2015-07-06,Brookline Community Center,242
2015-07-06,Ammon Community Center,217
2015-07-06,Arlington Community Center,85
2015-07-06,Jefferson Community Center,70
2015-07-06,Magee Community Center,57
2015-07-06,Paulson Community Center,91
2015-07-06,Ormsby Community Center,65
2015-07-02,Warrington Community Center,68
2015-07-02,Phillips Community Center,96
2015-07-02,West Penn Community Center,64
2015-07-02,Arlington Community Center,68
2015-07-02,Ammon Community Center,186
2015-07-02,Brookline Community Center,145
2015-07-02,Magee Community Center,39
2015-07-02,Jefferson Community Center,133
2015-07-02,Ormsby Community Center,55
2015-07-02,Paulson Community Center,50
2015-07-01,West Penn Community Center,93
2015-07-01,Phillips Community Center,137
2015-07-01,Warrington Community Center,69
2015-07-01,Brookline Community Center,177
2015-07-01,Ammon Community Center,220
2015-07-01,Arlington Community Center,61
2015-07-01,Jefferson Community Center,69
2015-07-01,Magee Community Center,30
2015-07-01,Paulson Community Center,115
2015-07-01,Ormsby Community Center,38
2015-06-30,Warrington Community Center,73
2015-06-30,Phillips Community Center,129
2015-06-30,West Penn Community Center,66
2015-06-30,Arlington Community Center,59
2015-06-30,Ammon Community Center,161
2015-06-30,Brookline Community Center,159
2015-06-30,Magee Community Center,37
2015-06-30,Jefferson Community Center,85
2015-06-30,Ormsby Community Center,56
2015-06-30,Paulson Community Center,160
2015-06-29,West Penn Community Center,94
2015-06-29,Phillips Community Center,187
2015-06-29,Warrington Community Center,111
2015-06-29,Brookline Community Center,269
2015-06-29,Ammon Community Center,200
2015-06-29,Arlington Community Center,85
2015-06-29,Jefferson Community Center,123
2015-06-29,Magee Community Center,64
2015-06-29,Ormsby Community Center,55
2015-06-27,Phillips Community Center,37
2015-06-27,West Penn Community Center,33
2015-06-27,Ammon Community Center,75
2015-06-27,Brookline Community Center,27
2015-06-27,Magee Community Center,35
2015-06-26,West Penn Community Center,56
2015-06-26,Phillips Community Center,135
2015-06-26,Warrington Community Center,49
2015-06-26,Brookline Community Center,142
2015-06-26,Ammon Community Center,209
2015-06-26,Arlington Community Center,63
2015-06-26,Magee Community Center,66
2015-06-26,Jefferson Community Center,108
2015-06-26,Ormsby Community Center,65
2015-06-26,Paulson Community Center,115
2015-06-25,Warrington Community Center,109
2015-06-25,Phillips Community Center,138
2015-06-25,West Penn Community Center,40
2015-06-25,Arlington Community Center,75
2015-06-25,Ammon Community Center,107
2015-06-25,Brookline Community Center,108
2015-06-25,Jefferson Community Center,123
2015-06-25,Magee Community Center,53
2015-06-25,Paulson Community Center,126
2015-06-25,Ormsby Community Center,27
2015-06-24,West Penn Community Center,49
2015-06-24,Phillips Community Center,236
2015-06-24,Warrington Community Center,104
2015-06-24,Brookline Community Center,238
2015-06-24,Ammon Community Center,173
2015-06-24,Arlington Community Center,62
2015-06-24,Magee Community Center,67
2015-06-24,Jefferson Community Center,67
2015-06-24,Ormsby Community Center,114
2015-06-24,Paulson Community Center,92
2015-06-23,Warrington Community Center,85
2015-06-23,Phillips Community Center,185
2015-06-23,West Penn Community Center,87
2015-06-23,Arlington Community Center,80
2015-06-23,Ammon Community Center,193
2015-06-23,Brookline Community Center,180
2015-06-23,Jefferson Community Center,97
2015-06-23,Magee Community Center,35
2015-06-23,Paulson Community Center,79
2015-06-23,Ormsby Community Center,35
2015-06-22,West Penn Community Center,56
2015-06-22,Phillips Community Center,285
2015-06-22,Warrington Community Center,73
2015-06-22,Brookline Community Center,317
2015-06-22,Ammon Community Center,152
2015-06-22,Arlington Community Center,108
2015-06-22,Magee Community Center,65
2015-06-22,Jefferson Community Center,118
2015-06-22,Ormsby Community Center,129
2015-06-22,Paulson Community Center,83
2015-06-20,Warrington Community Center,2
2015-06-20,Phillips Community Center,78
2015-06-20,West Penn Community Center,18
2015-06-20,Ammon Community Center,12
2015-06-20,Brookline Community Center,66
2015-06-20,Magee Community Center,44
2015-06-20,Ormsby Community Center,30
2015-06-19,West Penn Community Center,58
2015-06-19,Phillips Community Center,203
2015-06-19,Warrington Community Center,46
2015-06-19,Brookline Community Center,143
2015-06-19,Ammon Community Center,65
2015-06-19,Arlington Community Center,42
2015-06-19,Magee Community Center,106
2015-06-19,Jefferson Community Center,101
2015-06-19,Ormsby Community Center,57
2015-06-19,Paulson Community Center,98
2015-06-18,Warrington Community Center,79
2015-06-18,Phillips Community Center,164
2015-06-18,West Penn Community Center,41
2015-06-18,Arlington Community Center,63
2015-06-18,Ammon Community Center,136
2015-06-18,Brookline Community Center,179
2015-06-18,Jefferson Community Center,134
2015-06-18,Magee Community Center,91
2015-06-18,Paulson Community Center,68
2015-06-18,Ormsby Community Center,58
2015-06-17,West Penn Community Center,57
2015-06-17,Phillips Community Center,253
2015-06-17,Warrington Community Center,74
2015-06-17,Brookline Community Center,176
2015-06-17,Ammon Community Center,120
2015-06-17,Arlington Community Center,41
2015-06-17,Magee Community Center,44
2015-06-17,Jefferson Community Center,121
2015-06-17,Ormsby Community Center,73
2015-06-17,Paulson Community Center,130
2015-06-16,Warrington Community Center,63
2015-06-16,Phillips Community Center,188
2015-06-16,West Penn Community Center,64
2015-06-16,Arlington Community Center,59
2015-06-16,Ammon Community Center,121
2015-06-16,Brookline Community Center,263
2015-06-16,Jefferson Community Center,149
2015-06-16,Magee Community Center,62
2015-06-16,Paulson Community Center,112
2015-06-16,Ormsby Community Center,42
2015-06-15,West Penn Community Center,74
2015-06-15,Phillips Community Center,266
2015-06-15,Warrington Community Center,52
2015-06-15,Brookline Community Center,274
2015-06-15,Ammon Community Center,92
2015-06-15,Arlington Community Center,107
2015-06-15,Magee Community Center,28
2015-06-15,Jefferson Community Center,86
2015-06-15,Paulson Community Center,77
2015-06-14,Jefferson Community Center,17
2015-06-13,Phillips Community Center,79
2015-06-13,West Penn Community Center,54
2015-06-13,Ammon Community Center,6
2015-06-13,Brookline Community Center,180
2015-06-13,Magee Community Center,34
2015-06-13,Paulson Community Center,71
2015-06-12,West Penn Community Center,42
2015-06-12,Phillips Community Center,266
2015-06-12,Warrington Community Center,23
2015-06-12,Brookline Community Center,176
2015-06-12,Ammon Community Center,57
2015-06-12,Arlington Community Center,70
2015-06-12,Magee Community Center,45
2015-06-12,Jefferson Community Center,85
2015-06-12,Paulson Community Center,134
2015-06-11,Warrington Community Center,73
2015-06-11,Phillips Community Center,210
2015-06-11,West Penn Community Center,43
2015-06-11,Arlington Community Center,171
2015-06-11,Ammon Community Center,22
2015-06-11,Brookline Community Center,300
2015-06-11,Jefferson Community Center,70
2015-06-11,Magee Community Center,91
2015-06-11,Paulson Community Center,118
2015-06-11,Ormsby Community Center,16
2015-06-10,West Penn Community Center,117
2015-06-10,Phillips Community Center,206
2015-06-10,Warrington Community Center,97
2015-06-10,Brookline Community Center,301
2015-06-10,Ammon Community Center,47
2015-06-10,Arlington Community Center,85
2015-06-10,Magee Community Center,54
2015-06-10,Ormsby Community Center,1
2015-06-10,Paulson Community Center,85
2015-06-09,Warrington Community Center,71
2015-06-09,Phillips Community Center,312
2015-06-09,West Penn Community Center,58
2015-06-09,Arlington Community Center,129
2015-06-09,Ammon Community Center,120
2015-06-09,Brookline Community Center,291
2015-06-09,Magee Community Center,76
2015-06-09,Jefferson Community Center,66
2015-06-09,Paulson Community Center,62
2015-06-08,West Penn Community Center,51
2015-06-08,Phillips Community Center,179
2015-06-08,Warrington Community Center,71
2015-06-08,Brookline Community Center,311
2015-06-08,Ammon Community Center,109
2015-06-08,Arlington Community Center,105
2015-06-08,Jefferson Community Center,87
2015-06-08,Magee Community Center,88
2015-06-08,Paulson Community Center,64
2015-06-08,Ormsby Community Center,50
2015-06-06,Warrington Community Center,4
2015-06-06,Phillips Community Center,86
2015-06-06,West Penn Community Center,51
2015-06-06,Ammon Community Center,7
2015-06-06,Brookline Community Center,132
2015-06-06,Magee Community Center,47
2015-06-06,Ormsby Community Center,9
2015-06-05,West Penn Community Center,57
2015-06-05,Phillips Community Center,90
2015-06-05,Warrington Community Center,8
2015-06-05,Brookline Community Center,192
2015-06-05,Ammon Community Center,48
2015-06-05,Arlington Community Center,40
2015-06-05,Magee Community Center,35
2015-06-05,Jefferson Community Center,44
2015-06-05,Ormsby Community Center,13
2015-06-05,Paulson Community Center,88
2015-06-04,Warrington Community Center,49
2015-06-04,Phillips Community Center,149
2015-06-04,West Penn Community Center,132
2015-06-04,Arlington Community Center,124
2015-06-04,Ammon Community Center,72
2015-06-04,Brookline Community Center,210
2015-06-04,Jefferson Community Center,64
2015-06-04,Magee Community Center,46
2015-06-04,Paulson Community Center,66
2015-06-04,Ormsby Community Center,44
2015-06-03,West Penn Community Center,47
2015-06-03,Phillips Community Center,123
2015-06-03,Warrington Community Center,78
2015-06-03,Brookline Community Center,213
2015-06-03,Ammon Community Center,83
2015-06-03,Arlington Community Center,70
2015-06-03,Magee Community Center,49
2015-06-03,Jefferson Community Center,53
2015-06-03,Ormsby Community Center,47
2015-06-03,Paulson Community Center,179
2015-06-02,Warrington Community Center,55
2015-06-02,Phillips Community Center,113
2015-06-02,West Penn Community Center,73
2015-06-02,Arlington Community Center,95
2015-06-02,Ammon Community Center,106
2015-06-02,Brookline Community Center,258
2015-06-02,Jefferson Community Center,41
2015-06-02,Magee Community Center,80
2015-06-02,Paulson Community Center,74
2015-06-02,Ormsby Community Center,59
2015-06-01,West Penn Community Center,52
2015-06-01,Phillips Community Center,105
2015-06-01,Warrington Community Center,17
2015-06-01,Brookline Community Center,169
2015-06-01,Ammon Community Center,95
2015-06-01,Arlington Community Center,117
2015-06-01,Magee Community Center,52
2015-06-01,Jefferson Community Center,31
2015-06-01,Ormsby Community Center,28
2015-06-01,Paulson Community Center,87
2015-05-29,Warrington Community Center,4
2015-05-29,Phillips Community Center,17
2015-05-29,West Penn Community Center,23
2015-05-29,Arlington Community Center,1
2015-05-29,Ammon Community Center,19
2015-05-29,Brookline Community Center,37
2015-05-29,Magee Community Center,40
2015-05-29,Paulson Community Center,4
2015-05-29,Ormsby Community Center,5
2015-05-28,West Penn Community Center,131
2015-05-28,Phillips Community Center,102
2015-05-28,Warrington Community Center,68
2015-05-28,Brookline Community Center,116
2015-05-28,Ammon Community Center,71
2015-05-28,Arlington Community Center,149
2015-05-28,Magee Community Center,57
2015-05-28,Jefferson Community Center,45
2015-05-28,Ormsby Community Center,42
2015-05-28,Paulson Community Center,39
2015-05-27,Warrington Community Center,40
2015-05-27,Phillips Community Center,118
2015-05-27,West Penn Community Center,59
2015-05-27,Arlington Community Center,89
2015-05-27,Ammon Community Center,74
2015-05-27,Brookline Community Center,148
2015-05-27,Jefferson Community Center,36
2015-05-27,Magee Community Center,36
2015-05-27,Paulson Community Center,64
2015-05-26,West Penn Community Center,45
2015-05-26,Phillips Community Center,74
2015-05-26,Warrington Community Center,63
2015-05-26,Brookline Community Center,128
2015-05-26,Ammon Community Center,89
2015-05-26,Arlington Community Center,83
2015-05-26,Magee Community Center,69
2015-05-26,Jefferson Community Center,33
2015-05-26,Paulson Community Center,62
2015-05-23,Phillips Community Center,34
2015-05-23,West Penn Community Center,20
2015-05-23,Brookline Community Center,62
2015-05-23,Magee Community Center,30
2015-05-23,Ormsby Community Center,2
2015-05-22,West Penn Community Center,47
2015-05-22,Phillips Community Center,39
2015-05-22,Warrington Community Center,26
2015-05-22,Brookline Community Center,264
2015-05-22,Arlington Community Center,36
2015-05-22,Ammon Community Center,35
2015-05-22,Magee Community Center,15
2015-05-22,Jefferson Community Center,31
2015-05-22,Ormsby Community Center,8
2015-05-22,Paulson Community Center,60
2015-05-21,Warrington Community Center,39
2015-05-21,Phillips Community Center,76
2015-05-21,West Penn Community Center,120
2015-05-21,Ammon Community Center,93
2015-05-21,Arlington Community Center,34
2015-05-21,Brookline Community Center,105
2015-05-21,Jefferson Community Center,13
