date,center_name,attendance_count
2015-10-28,Phillips Community Center,57
2015-10-28,Warrington Community Center,23
2015-10-28,West Penn Community Center,66
2015-10-28,Brookline Community Center,130
2015-10-28,Arlington Community Center,29
2015-10-28,Ammon Community Center,58
2015-10-28,Magee Community Center,40
2015-10-28,Jefferson Community Center,16
2015-10-28,Ormsby Community Center,33
2015-10-27,West Penn Community Center,39
2015-10-27,Warrington Community Center,56
2015-10-27,Phillips Community Center,99
2015-10-27,Ammon Community Center,91
2015-10-27,Arlington Community Center,24
2015-10-27,Brookline Community Center,113
2015-10-27,Jefferson Community Center,10
2015-10-27,Magee Community Center,21
2015-10-27,Ormsby Community Center,67
2015-10-26,Phillips Community Center,73
2015-10-26,Warrington Community Center,55
2015-10-26,West Penn Community Center,44
2015-10-26,Brookline Community Center,129
2015-10-26,Arlington Community Center,23
2015-10-26,Ammon Community Center,191
2015-10-26,Magee Community Center,18
2015-10-26,Jefferson Community Center,18
2015-10-26,Ormsby Community Center,59
2015-10-24,West Penn Community Center,22
2015-10-24,Phillips Community Center,14
2015-10-24,Brookline Community Center,63
2015-10-24,Magee Community Center,59
2015-10-24,Ormsby Community Center,8
2015-10-23,Phillips Community Center,61
2015-10-23,Warrington Community Center,32
2015-10-23,West Penn Community Center,19
2015-10-23,Brookline Community Center,99
2015-10-23,Ammon Community Center,103
2015-10-23,Arlington Community Center,18
2015-10-23,Magee Community Center,22
2015-10-23,Jefferson Community Center,25
2015-10-23,Ormsby Community Center,21
2015-10-22,West Penn Community Center,115
2015-10-22,Warrington Community Center,39
2015-10-22,Phillips Community Center,61
2015-10-22,Arlington Community Center,7
2015-10-22,Ammon Community Center,157
2015-10-22,Brookline Community Center,137
2015-10-22,Jefferson Community Center,18
2015-10-22,Magee Community Center,16
2015-10-22,Ormsby Community Center,34
2015-10-21,Phillips Community Center,81
2015-10-21,Warrington Community Center,19
2015-10-21,West Penn Community Center,65
2015-10-21,Brookline Community Center,165
2015-10-21,Ammon Community Center,156
2015-10-21,Arlington Community Center,19
2015-10-21,Jefferson Community Center,19
2015-10-21,Ormsby Community Center,35
2015-10-20,West Penn Community Center,43
2015-10-20,Warrington Community Center,40
2015-10-20,Phillips Community Center,95
2015-10-20,Arlington Community Center,20
2015-10-20,Ammon Community Center,159
2015-10-20,Brookline Community Center,112
2015-10-20,Jefferson Community Center,26
2015-10-20,Ormsby Community Center,49
2015-10-19,Phillips Community Center,97
2015-10-19,West Penn Community Center,41
2015-10-19,Brookline Community Center,112
2015-10-19,Ammon Community Center,113
2015-10-19,Arlington Community Center,26
2015-10-19,Jefferson Community Center,31
2015-10-19,Ormsby Community Center,35
2015-10-17,West Penn Community Center,15
2015-10-17,Phillips Community Center,26
2015-10-17,Brookline Community Center,83
2015-10-17,Magee Community Center,76
2015-10-17,Ormsby Community Center,6
2015-10-16,Phillips Community Center,96
2015-10-16,Warrington Community Center,29
2015-10-16,West Penn Community Center,22
2015-10-16,Brookline Community Center,83
2015-10-16,Arlington Community Center,8
2015-10-16,Ammon Community Center,42
2015-10-16,Magee Community Center,177
2015-10-16,Jefferson Community Center,23
2015-10-16,Ormsby Community Center,26
2015-10-15,West Penn Community Center,116
2015-10-15,Warrington Community Center,26
2015-10-15,Phillips Community Center,123
2015-10-15,Ammon Community Center,79
2015-10-15,Arlington Community Center,14
2015-10-15,Brookline Community Center,128
2015-10-15,Jefferson Community Center,25
2015-10-15,Magee Community Center,51
2015-10-15,Ormsby Community Center,27
2015-10-14,Phillips Community Center,67
2015-10-14,Warrington Community Center,29
2015-10-14,West Penn Community Center,57
2015-10-14,Brookline Community Center,192
2015-10-14,Arlington Community Center,13
2015-10-14,Ammon Community Center,87
2015-10-14,Magee Community Center,70
2015-10-14,Jefferson Community Center,38
2015-10-14,Ormsby Community Center,39
2015-10-13,West Penn Community Center,66
2015-10-13,Warrington Community Center,54
2015-10-13,Phillips Community Center,122
2015-10-13,Ammon Community Center,203
2015-10-13,Arlington Community Center,26
2015-10-13,Brookline Community Center,135
2015-10-13,Jefferson Community Center,12
2015-10-13,Magee Community Center,33
2015-10-13,Ormsby Community Center,32
2015-10-12,Phillips Community Center,95
2015-10-12,Warrington Community Center,35
2015-10-12,West Penn Community Center,33
2015-10-12,Brookline Community Center,101
2015-10-12,Arlington Community Center,21
2015-10-12,Ammon Community Center,210
2015-10-12,Magee Community Center,34
2015-10-12,Jefferson Community Center,14
2015-10-12,Ormsby Community Center,25
2015-10-10,West Penn Community Center,33
2015-10-10,Phillips Community Center,34
2015-10-10,Ammon Community Center,31
2015-10-10,Brookline Community Center,70
2015-10-10,Magee Community Center,28
2015-10-10,Ormsby Community Center,10
2015-10-09,Phillips Community Center,56
2015-10-09,Warrington Community Center,17
2015-10-09,West Penn Community Center,33
2015-10-09,Brookline Community Center,66
2015-10-09,Ammon Community Center,117
2015-10-09,Arlington Community Center,26
2015-10-09,Magee Community Center,37
2015-10-09,Jefferson Community Center,32
2015-10-09,Ormsby Community Center,13
2015-10-08,West Penn Community Center,79
2015-10-08,Warrington Community Center,31
2015-10-08,Phillips Community Center,76
2015-10-08,Arlington Community Center,15
2015-10-08,Ammon Community Center,105
2015-10-08,Brookline Community Center,136
2015-10-08,Jefferson Community Center,29
2015-10-08,Magee Community Center,21
2015-10-08,Ormsby Community Center,34
2015-10-07,Phillips Community Center,28
2015-10-07,Warrington Community Center,27
2015-10-07,West Penn Community Center,86
2015-10-07,Brookline Community Center,105
2015-10-07,Ammon Community Center,58
2015-10-07,Arlington Community Center,34
2015-10-07,Magee Community Center,24
2015-10-07,Jefferson Community Center,22
2015-10-07,Ormsby Community Center,8
2015-10-06,West Penn Community Center,56
2015-10-06,Warrington Community Center,27
2015-10-06,Phillips Community Center,103
2015-10-06,Arlington Community Center,16
2015-10-06,Ammon Community Center,92
2015-10-06,Brookline Community Center,109
2015-10-06,Jefferson Community Center,25
2015-10-06,Magee Community Center,27
2015-10-06,Ormsby Community Center,35
2015-10-05,Phillips Community Center,88
2015-10-05,Warrington Community Center,24
2015-10-05,West Penn Community Center,62
2015-10-05,Brookline Community Center,123
2015-10-05,Ammon Community Center,91
2015-10-05,Arlington Community Center,16
2015-10-05,Magee Community Center,20
2015-10-05,Jefferson Community Center,38
2015-10-05,Ormsby Community Center,34
2015-10-03,West Penn Community Center,40
2015-10-03,Warrington Community Center,4
2015-10-03,Phillips Community Center,26
2015-10-03,Ammon Community Center,26
2015-10-03,Brookline Community Center,72
2015-10-03,Ormsby Community Center,9
2015-10-02,Phillips Community Center,52
2015-10-02,Warrington Community Center,29
2015-10-02,West Penn Community Center,22
2015-10-02,Brookline Community Center,94
2015-10-02,Ammon Community Center,54
2015-10-02,Arlington Community Center,31
2015-10-02,Jefferson Community Center,25
2015-10-02,Ormsby Community Center,20
2015-10-01,West Penn Community Center,67
2015-10-01,Warrington Community Center,15
2015-10-01,Phillips Community Center,80
2015-10-01,Arlington Community Center,37
2015-10-01,Ammon Community Center,117
2015-10-01,Brookline Community Center,128
2015-10-01,Jefferson Community Center,35
2015-10-01,Magee Community Center,21
2015-10-01,Ormsby Community Center,30
2015-09-30,Phillips Community Center,51
2015-09-30,Warrington Community Center,32
2015-09-30,West Penn Community Center,116
2015-09-30,Brookline Community Center,235
2015-09-30,Ammon Community Center,80
2015-09-30,Arlington Community Center,40
2015-09-30,Magee Community Center,34
2015-09-30,Jefferson Community Center,31
2015-09-30,Ormsby Community Center,21
2015-09-29,West Penn Community Center,44
2015-09-29,Warrington Community Center,28
2015-09-29,Phillips Community Center,50
2015-09-29,Arlington Community Center,41
2015-09-29,Ammon Community Center,168
2015-09-29,Brookline Community Center,66
2015-09-29,Jefferson Community Center,19
2015-09-29,Magee Community Center,47
2015-09-29,Ormsby Community Center,30
2015-09-28,Phillips Community Center,117
2015-09-28,Warrington Community Center,32
2015-09-28,West Penn Community Center,46
2015-09-28,Brookline Community Center,76
2015-09-28,Ammon Community Center,137
2015-09-28,Arlington Community Center,11
2015-09-28,Magee Community Center,10
2015-09-28,Jefferson Community Center,19
2015-09-28,Ormsby Community Center,32
2015-09-26,Phillips Community Center,25
2015-09-26,Ammon Community Center,57
2015-09-26,Brookline Community Center,63
2015-09-26,Magee Community Center,56
2015-09-26,Ormsby Community Center,9
2015-09-25,Phillips Community Center,55
2015-09-25,Warrington Community Center,22
2015-09-25,West Penn Community Center,25
2015-09-25,Brookline Community Center,19
2015-09-25,Ammon Community Center,70
2015-09-25,Magee Community Center,38
2015-09-25,Jefferson Community Center,5
2015-09-25,Ormsby Community Center,33
2015-09-24,West Penn Community Center,90
2015-09-24,Warrington Community Center,15
2015-09-24,Phillips Community Center,98
2015-09-24,Ammon Community Center,136
2015-09-24,Arlington Community Center,18
2015-09-24,Brookline Community Center,113
2015-09-24,Jefferson Community Center,12
2015-09-24,Magee Community Center,10
2015-09-24,Ormsby Community Center,48
2015-09-23,Phillips Community Center,70
2015-09-23,Warrington Community Center,26
2015-09-23,West Penn Community Center,64
2015-09-23,Brookline Community Center,144
2015-09-23,Arlington Community Center,16
2015-09-23,Ammon Community Center,60
2015-09-23,Magee Community Center,35
2015-09-23,Jefferson Community Center,34
2015-09-23,Ormsby Community Center,40
2015-09-23,Paulson Community Center,19
2015-09-22,West Penn Community Center,29
2015-09-22,Warrington Community Center,23
2015-09-22,Phillips Community Center,73
2015-09-22,Ammon Community Center,158
2015-09-22,Arlington Community Center,40
2015-09-22,Brookline Community Center,100
2015-09-22,Jefferson Community Center,27
2015-09-22,Magee Community Center,29
2015-09-22,Paulson Community Center,1
2015-09-22,Ormsby Community Center,37
2015-09-21,Phillips Community Center,109
2015-09-21,Warrington Community Center,19
2015-09-21,West Penn Community Center,49
2015-09-21,Brookline Community Center,127
2015-09-21,Arlington Community Center,29
2015-09-21,Ammon Community Center,207
2015-09-21,Magee Community Center,21
2015-09-21,Jefferson Community Center,12
2015-09-21,Ormsby Community Center,30
2015-09-19,Phillips Community Center,27
2015-09-19,Brookline Community Center,171
2015-09-19,Magee Community Center,42
2015-09-19,Ormsby Community Center,19
2015-09-18,Phillips Community Center,88
2015-09-18,Warrington Community Center,18
2015-09-18,West Penn Community Center,38
2015-09-18,Brookline Community Center,96
2015-09-18,Ammon Community Center,61
2015-09-18,Arlington Community Center,25
2015-09-18,Magee Community Center,23
2015-09-18,Jefferson Community Center,17
2015-09-18,Ormsby Community Center,13
2015-09-17,West Penn Community Center,43
2015-09-17,Warrington Community Center,18
2015-09-17,Phillips Community Center,59
2015-09-17,Arlington Community Center,32
2015-09-17,Ammon Community Center,102
2015-09-17,Brookline Community Center,130
2015-09-17,Jefferson Community Center,24
2015-09-17,Magee Community Center,61
2015-09-17,Ormsby Community Center,38
2015-09-16,Phillips Community Center,38
2015-09-16,Warrington Community Center,14
2015-09-16,West Penn Community Center,27
2015-09-16,Brookline Community Center,135
2015-09-16,Ammon Community Center,77
2015-09-16,Arlington Community Center,26
2015-09-16,Magee Community Center,9
2015-09-16,Jefferson Community Center,26
2015-09-16,Ormsby Community Center,19
2015-09-15,West Penn Community Center,82
2015-09-15,Warrington Community Center,17
2015-09-15,Phillips Community Center,64
2015-09-15,Arlington Community Center,28
2015-09-15,Ammon Community Center,151
2015-09-15,Brookline Community Center,139
2015-09-15,Jefferson Community Center,16
2015-09-15,Magee Community Center,12
2015-09-15,Ormsby Community Center,23
2015-09-14,Phillips Community Center,95
2015-09-14,Warrington Community Center,18
2015-09-14,West Penn Community Center,56
2015-09-14,Brookline Community Center,158
2015-09-14,Ammon Community Center,86
2015-09-14,Arlington Community Center,25
2015-09-14,Magee Community Center,27
2015-09-14,Jefferson Community Center,26
2015-09-14,Ormsby Community Center,39
2015-09-14,Paulson Community Center,2
2015-09-12,Phillips Community Center,26
2015-09-12,Brookline Community Center,74
2015-09-12,Jefferson Community Center,1
2015-09-12,Magee Community Center,43
2015-09-12,Ormsby Community Center,64
2015-09-11,Phillips Community Center,77
2015-09-11,Warrington Community Center,21
2015-09-11,West Penn Community Center,34
2015-09-11,Brookline Community Center,81
2015-09-11,Ammon Community Center,44
2015-09-11,Magee Community Center,41
2015-09-11,Jefferson Community Center,5
2015-09-11,Ormsby Community Center,10
2015-09-11,Paulson Community Center,2
2015-09-10,West Penn Community Center,35
2015-09-10,Warrington Community Center,27
2015-09-10,Phillips Community Center,72
2015-09-10,Ammon Community Center,103
2015-09-10,Brookline Community Center,85
2015-09-10,Jefferson Community Center,7
2015-09-10,Magee Community Center,18
2015-09-10,Ormsby Community Center,33
2015-09-09,Phillips Community Center,1
2015-09-09,Warrington Community Center,24
2015-09-09,West Penn Community Center,46
2015-09-09,Brookline Community Center,164
2015-09-09,Ammon Community Center,89
2015-09-09,Magee Community Center,14
2015-09-09,Jefferson Community Center,20
2015-09-09,Ormsby Community Center,34
2015-09-09,Paulson Community Center,54
2015-09-08,West Penn Community Center,52
2015-09-08,Warrington Community Center,20
2015-09-08,Phillips Community Center,55
2015-09-08,Ammon Community Center,113
2015-09-08,Arlington Community Center,29
2015-09-08,Brookline Community Center,93
2015-09-08,Jefferson Community Center,19
2015-09-08,Magee Community Center,34
2015-09-08,Paulson Community Center,4
2015-09-08,Ormsby Community Center,36
2015-09-05,Phillips Community Center,11
2015-09-05,West Penn Community Center,25
2015-09-05,Brookline Community Center,76
2015-09-05,Magee Community Center,26
2015-09-05,Ormsby Community Center,7
2015-09-04,West Penn Community Center,51
2015-09-04,Phillips Community Center,44
2015-09-04,Warrington Community Center,26
2015-09-04,Brookline Community Center,172
2015-09-04,Arlington Community Center,16
2015-09-04,Ammon Community Center,66
2015-09-04,Magee Community Center,46
2015-09-04,Jefferson Community Center,15
2015-09-04,Ormsby Community Center,17
2015-09-03,Warrington Community Center,32
2015-09-03,Phillips Community Center,55
2015-09-03,West Penn Community Center,31
2015-09-03,Ammon Community Center,73
2015-09-03,Arlington Community Center,29
2015-09-03,Brookline Community Center,157
2015-09-03,Jefferson Community Center,20
2015-09-03,Magee Community Center,32
2015-09-03,Ormsby Community Center,23
2015-09-02,West Penn Community Center,33
2015-09-02,Phillips Community Center,74
2015-09-02,Warrington Community Center,29
2015-09-02,Brookline Community Center,164
2015-09-02,Arlington Community Center,23
2015-09-02,Ammon Community Center,88
2015-09-02,Magee Community Center,34
2015-09-02,Jefferson Community Center,30
2015-09-02,Ormsby Community Center,17
2015-09-01,Warrington Community Center,40
2015-09-01,Phillips Community Center,69
2015-09-01,West Penn Community Center,67
2015-09-01,Ammon Community Center,81
2015-09-01,Arlington Community Center,28
2015-09-01,Brookline Community Center,139
2015-09-01,Jefferson Community Center,16
2015-09-01,Magee Community Center,26
2015-09-01,Ormsby Community Center,18
2015-08-31,West Penn Community Center,52
2015-08-31,Phillips Community Center,110
2015-08-31,Warrington Community Center,35
2015-08-31,Brookline Community Center,144
2015-08-31,Ammon Community Center,102
2015-08-31,Magee Community Center,33
2015-08-31,Jefferson Community Center,36
2015-08-31,Ormsby Community Center,24
2015-08-29,Phillips Community Center,33
2015-08-29,West Penn Community Center,29
2015-08-29,Arlington Community Center,5
2015-08-29,Brookline Community Center,23
2015-08-29,Magee Community Center,17
2015-08-28,West Penn Community Center,23
2015-08-28,Phillips Community Center,531
2015-08-28,Warrington Community Center,8
2015-08-28,Brookline Community Center,285
2015-08-28,Arlington Community Center,14
2015-08-28,Ammon Community Center,26
2015-08-28,Magee Community Center,3
2015-08-28,Jefferson Community Center,29
2015-08-28,Ormsby Community Center,16
2015-08-27,Warrington Community Center,22
2015-08-27,Phillips Community Center,51
2015-08-27,West Penn Community Center,24
2015-08-27,Ammon Community Center,36
2015-08-27,Arlington Community Center,37
2015-08-27,Brookline Community Center,111
2015-08-27,Jefferson Community Center,24
2015-08-27,Magee Community Center,1
2015-08-27,Ormsby Community Center,24
2015-08-26,West Penn Community Center,22
2015-08-26,Phillips Community Center,92
2015-08-26,Warrington Community Center,32
2015-08-26,Brookline Community Center,119
2015-08-26,Arlington Community Center,30
2015-08-26,Ammon Community Center,34
2015-08-26,Magee Community Center,14
2015-08-26,Jefferson Community Center,19
2015-08-26,Ormsby Community Center,29
2015-08-25,Warrington Community Center,22
2015-08-25,Phillips Community Center,81
2015-08-25,West Penn Community Center,22
2015-08-25,Ammon Community Center,32
2015-08-25,Arlington Community Center,81
2015-08-25,Brookline Community Center,136
2015-08-25,Jefferson Community Center,29
2015-08-25,Magee Community Center,23
2015-08-25,Ormsby Community Center,9
2015-08-24,West Penn Community Center,43
2015-08-24,Phillips Community Center,82
2015-08-24,Warrington Community Center,31
2015-08-24,Brookline Community Center,95
2015-08-24,Arlington Community Center,85
2015-08-24,Ammon Community Center,78
2015-08-24,Magee Community Center,15
2015-08-24,Jefferson Community Center,38
2015-08-24,Ormsby Community Center,32
2015-08-22,Warrington Community Center,4
2015-08-22,Phillips Community Center,298
2015-08-22,West Penn Community Center,18
2015-08-22,Brookline Community Center,17
2015-08-22,Magee Community Center,2
2015-08-21,West Penn Community Center,42
2015-08-21,Phillips Community Center,72
2015-08-21,Warrington Community Center,15
2015-08-21,Brookline Community Center,98
2015-08-21,Ammon Community Center,33
2015-08-21,Arlington Community Center,24
2015-08-21,Magee Community Center,10
2015-08-21,Jefferson Community Center,19
2015-08-21,Ormsby Community Center,22
2015-08-20,Warrington Community Center,24
2015-08-20,Phillips Community Center,72
2015-08-20,West Penn Community Center,33
2015-08-20,Arlington Community Center,18
2015-08-20,Ammon Community Center,45
2015-08-20,Brookline Community Center,184
2015-08-20,Jefferson Community Center,23
2015-08-20,Magee Community Center,20
2015-08-20,Ormsby Community Center,24
2015-08-19,West Penn Community Center,29
2015-08-19,Phillips Community Center,96
2015-08-19,Warrington Community Center,34
2015-08-19,Brookline Community Center,167
2015-08-19,Ammon Community Center,41
2015-08-19,Arlington Community Center,46
2015-08-19,Magee Community Center,11
2015-08-19,Jefferson Community Center,40
2015-08-19,Ormsby Community Center,21
2015-08-18,Warrington Community Center,44
2015-08-18,Phillips Community Center,100
2015-08-18,West Penn Community Center,36
2015-08-18,Arlington Community Center,24
2015-08-18,Ammon Community Center,101
2015-08-18,Brookline Community Center,94
2015-08-18,Jefferson Community Center,25
2015-08-18,Magee Community Center,96
2015-08-18,Ormsby Community Center,31
2015-08-17,West Penn Community Center,46
2015-08-17,Phillips Community Center,91
2015-08-17,Warrington Community Center,18
2015-08-17,Brookline Community Center,195
2015-08-17,Ammon Community Center,66
2015-08-17,Arlington Community Center,33
2015-08-17,Magee Community Center,21
2015-08-17,Jefferson Community Center,27
2015-08-17,Ormsby Community Center,39
2015-08-15,Phillips Community Center,51
2015-08-15,West Penn Community Center,17
2015-08-15,Brookline Community Center,21
2015-08-15,Magee Community Center,35
2015-08-15,Ormsby Community Center,11
2015-08-14,West Penn Community Center,33
2015-08-14,Phillips Community Center,106
2015-08-14,Warrington Community Center,30
2015-08-14,Brookline Community Center,118
2015-08-14,Arlington Community Center,21
2015-08-14,Ammon Community Center,74
2015-08-14,Magee Community Center,11
2015-08-14,Jefferson Community Center,50
2015-08-14,Ormsby Community Center,14
2015-08-13,Warrington Community Center,5
2015-08-13,Phillips Community Center,124
2015-08-13,West Penn Community Center,36
2015-08-13,Ammon Community Center,95
2015-08-13,Arlington Community Center,59
2015-08-13,Brookline Community Center,219
2015-08-13,Jefferson Community Center,11
2015-08-13,Magee Community Center,21
2015-08-13,Ormsby Community Center,23
2015-08-12,West Penn Community Center,92
2015-08-12,Phillips Community Center,121
2015-08-12,Brookline Community Center,143
2015-08-12,Arlington Community Center,67
2015-08-12,Ammon Community Center,73
2015-08-12,Magee Community Center,35
2015-08-12,Jefferson Community Center,53
2015-08-12,Ormsby Community Center,47
2015-08-11,Phillips Community Center,146
2015-08-11,West Penn Community Center,49
2015-08-11,Ammon Community Center,121
2015-08-11,Arlington Community Center,100
2015-08-11,Brookline Community Center,150
2015-08-11,Jefferson Community Center,29
2015-08-11,Magee Community Center,48
2015-08-11,Ormsby Community Center,44
2015-08-10,West Penn Community Center,54
2015-08-10,Phillips Community Center,117
2015-08-10,Brookline Community Center,210
2015-08-10,Arlington Community Center,98
2015-08-10,Ammon Community Center,67
2015-08-10,Magee Community Center,17
2015-08-10,Jefferson Community Center,24
2015-08-10,Ormsby Community Center,35
2015-08-08,Phillips Community Center,27
2015-08-08,Warrington Community Center,4
2015-08-08,West Penn Community Center,23
2015-08-08,Brookline Community Center,3
2015-08-08,Ormsby Community Center,10
2015-08-07,West Penn Community Center,35
2015-08-07,Warrington Community Center,37
2015-08-07,Phillips Community Center,87
2015-08-07,Brookline Community Center,153
2015-08-07,Ammon Community Center,63
2015-08-07,Arlington Community Center,34
2015-08-07,Jefferson Community Center,55
2015-08-07,Magee Community Center,75
2015-08-07,Ormsby Community Center,34
2015-08-06,Warrington Community Center,81
2015-08-06,West Penn Community Center,34
2015-08-06,Arlington Community Center,56
2015-08-06,Ammon Community Center,92
2015-08-06,Brookline Community Center,186
2015-08-06,Magee Community Center,11
2015-08-06,Jefferson Community Center,57
2015-08-06,Ormsby Community Center,36
2015-08-05,West Penn Community Center,43
2015-08-05,Warrington Community Center,111
2015-08-05,Brookline Community Center,139
2015-08-05,Ammon Community Center,63
2015-08-05,Arlington Community Center,72
2015-08-05,Jefferson Community Center,69
2015-08-05,Magee Community Center,30
2015-08-05,Ormsby Community Center,42
2015-08-04,Warrington Community Center,103
2015-08-04,West Penn Community Center,38
2015-08-04,Arlington Community Center,49
2015-08-04,Ammon Community Center,132
2015-08-04,Brookline Community Center,220
2015-08-04,Magee Community Center,41
2015-08-04,Jefferson Community Center,97
2015-08-04,Ormsby Community Center,34
2015-08-03,West Penn Community Center,53
2015-08-03,Warrington Community Center,115
2015-08-03,Phillips Community Center,112
2015-08-03,Brookline Community Center,130
2015-08-03,Ammon Community Center,84
2015-08-03,Arlington Community Center,52
2015-08-03,Jefferson Community Center,37
2015-08-03,Magee Community Center,12
2015-08-03,Ormsby Community Center,38
2015-08-01,Phillips Community Center,66
2015-08-01,West Penn Community Center,16
2015-08-01,Brookline Community Center,31
2015-08-01,Magee Community Center,28
2015-08-01,Ormsby Community Center,18
2015-07-31,West Penn Community Center,33
2015-07-31,Phillips Community Center,146
2015-07-31,Warrington Community Center,84
2015-07-31,Brookline Community Center,138
2015-07-31,Arlington Community Center,31
2015-07-31,Ammon Community Center,63
2015-07-31,Magee Community Center,46
2015-07-31,Jefferson Community Center,41
2015-07-31,Ormsby Community Center,41
2015-07-30,Warrington Community Center,138
2015-07-30,Phillips Community Center,151
2015-07-30,West Penn Community Center,26
2015-07-30,Ammon Community Center,157
2015-07-30,Arlington Community Center,59
2015-07-30,Brookline Community Center,352
2015-07-30,Jefferson Community Center,48
2015-07-30,Magee Community Center,40
2015-07-30,Ormsby Community Center,58
2015-07-29,West Penn Community Center,31
2015-07-29,Phillips Community Center,199
2015-07-29,Warrington Community Center,121
2015-07-29,Brookline Community Center,145
2015-07-29,Arlington Community Center,33
2015-07-29,Ammon Community Center,135
2015-07-29,Magee Community Center,54
2015-07-29,Jefferson Community Center,28
2015-07-29,Ormsby Community Center,65
2015-07-28,Warrington Community Center,109
2015-07-28,Phillips Community Center,101
2015-07-28,West Penn Community Center,33
2015-07-28,Ammon Community Center,130
2015-07-28,Arlington Community Center,26
2015-07-28,Brookline Community Center,232
2015-07-28,Jefferson Community Center,46
2015-07-28,Magee Community Center,12
2015-07-28,Ormsby Community Center,73
2015-07-27,West Penn Community Center,99
2015-07-27,Phillips Community Center,206
2015-07-27,Warrington Community Center,120
2015-07-27,Brookline Community Center,347
2015-07-27,Arlington Community Center,24
2015-07-27,Ammon Community Center,163
2015-07-27,Magee Community Center,47
2015-07-27,Jefferson Community Center,51
2015-07-27,Ormsby Community Center,70
2015-07-25,Phillips Community Center,52
2015-07-25,West Penn Community Center,16
2015-07-25,Ammon Community Center,154
2015-07-25,Brookline Community Center,39
2015-07-25,Magee Community Center,22
2015-07-25,Ormsby Community Center,7
2015-07-24,West Penn Community Center,46
2015-07-24,Phillips Community Center,118
2015-07-24,Warrington Community Center,106
2015-07-24,Brookline Community Center,157
2015-07-24,Ammon Community Center,129
2015-07-24,Arlington Community Center,56
2015-07-24,Magee Community Center,51
2015-07-24,Jefferson Community Center,46
2015-07-24,Ormsby Community Center,57
2015-07-23,Warrington Community Center,123
2015-07-23,Phillips Community Center,180
2015-07-23,West Penn Community Center,47
2015-07-23,Arlington Community Center,112
2015-07-23,Ammon Community Center,105
2015-07-23,Brookline Community Center,193
2015-07-23,Jefferson Community Center,72
2015-07-23,Magee Community Center,44
2015-07-23,Ormsby Community Center,50
2015-07-22,West Penn Community Center,70
2015-07-22,Phillips Community Center,147
2015-07-22,Warrington Community Center,123
2015-07-22,Brookline Community Center,144
2015-07-22,Ammon Community Center,190
2015-07-22,Arlington Community Center,49
2015-07-22,Magee Community Center,43
2015-07-22,Jefferson Community Center,57
2015-07-22,Ormsby Community Center,68
2015-07-21,Warrington Community Center,120
2015-07-21,Phillips Community Center,156
2015-07-21,West Penn Community Center,36
2015-07-21,Arlington Community Center,118
2015-07-21,Ammon Community Center,102
2015-07-21,Brookline Community Center,193
2015-07-21,Jefferson Community Center,60
2015-07-21,Magee Community Center,101
2015-07-21,Ormsby Community Center,66
2015-07-21,Paulson Community Center,32
2015-07-20,West Penn Community Center,40
2015-07-20,Phillips Community Center,173
2015-07-20,Warrington Community Center,115
2015-07-20,Brookline Community Center,174
2015-07-20,Ammon Community Center,243
2015-07-20,Arlington Community Center,43
2015-07-20,Magee Community Center,74
2015-07-20,Jefferson Community Center,73
2015-07-20,Paulson Community Center,85
2015-07-20,Ormsby Community Center,82
2015-07-18,Phillips Community Center,56
2015-07-18,West Penn Community Center,22
2015-07-18,Ammon Community Center,75
2015-07-18,Brookline Community Center,18
2015-07-18,Ormsby Community Center,19
2015-07-17,West Penn Community Center,37
2015-07-17,Phillips Community Center,110
2015-07-17,Warrington Community Center,91
2015-07-17,Brookline Community Center,105
2015-07-17,Ammon Community Center,153
2015-07-17,Arlington Community Center,56
2015-07-17,Magee Community Center,41
2015-07-17,Ormsby Community Center,66
2015-07-17,Paulson Community Center,32
2015-07-16,Warrington Community Center,231
2015-07-16,Phillips Community Center,129
2015-07-16,West Penn Community Center,35
2015-07-16,Ammon Community Center,179
2015-07-16,Brookline Community Center,331
2015-07-16,Magee Community Center,48
2015-07-16,Ormsby Community Center,74
2015-07-15,West Penn Community Center,34
2015-07-15,Phillips Community Center,135
2015-07-15,Warrington Community Center,122
2015-07-15,Brookline Community Center,117
2015-07-15,Ammon Community Center,123
2015-07-15,Magee Community Center,46
2015-07-15,Ormsby Community Center,49
2015-07-14,Warrington Community Center,244
2015-07-14,Phillips Community Center,167
2015-07-14,West Penn Community Center,47
2015-07-14,Ammon Community Center,152
2015-07-14,Brookline Community Center,220
2015-07-14,Magee Community Center,54
2015-07-14,Jefferson Community Center,4
2015-07-14,Ormsby Community Center,79
2015-07-13,West Penn Community Center,36
2015-07-13,Phillips Community Center,164
2015-07-13,Warrington Community Center,131
2015-07-13,Brookline Community Center,96
2015-07-13,Ammon Community Center,193
2015-07-13,Jefferson Community Center,59
2015-07-13,Magee Community Center,62
2015-07-13,Ormsby Community Center,81
2015-07-12,Ammon Community Center,2
2015-07-11,Phillips Community Center,90
2015-07-11,West Penn Community Center,25
2015-07-11,Ammon Community Center,80
2015-07-11,Brookline Community Center,131
2015-07-11,Ormsby Community Center,10
2015-07-10,West Penn Community Center,38
2015-07-10,Phillips Community Center,107
2015-07-10,Warrington Community Center,135
2015-07-10,Brookline Community Center,108
2015-07-10,Ammon Community Center,103
2015-07-10,Arlington Community Center,36
2015-07-10,Jefferson Community Center,74
2015-07-10,Ormsby Community Center,40
2015-07-10,Paulson Community Center,35
2015-07-09,Warrington Community Center,149
